"Município","Unidade Gestora","Mês","Descrição","Valor Ajustado","Valor Estornado","Tipo","Categoria","Fonte","Subfonte","Alínea","Subalínea","Fonte de Recurso","CO"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","13210101 - Remuneração de Depósitos Bancários - Principal","0.01","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","13210101 - Remuneração de Depósitos Bancários - Principal","1577.57","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","13210101 - Remuneração de Depósitos Bancários - Principal","5151.74","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","1070 | Identificação do percentual aplicado no pagamento da remuneração dos profissionais da educação básica em efetivo exercício"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","13210101 - Remuneração de Depósitos Bancários - Principal","2779.58","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","17.24","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","716 | Transferências Destinadas ao Setor cultural - LC nº 195/2022 - Art. 8º - Demais Setores da Cultura","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","141.43","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","715 | Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 5º - Audiovisual","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","22.37","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","706 | Transferência Especial da União ","3110 | Identificação das Transferências da União decorrentes de emendas parlamentares individuais"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","2486.98","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","142.07","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","661 | Transferência de Recursos dos Fundos Estaduais de Assistência Social","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","3081.79","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","218.95","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","605 | Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","30391.34","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","5104.82","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","571 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","157.36","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","34.35","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","41.84","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","1830.26","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","3279.38","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","1070 | Identificação do percentual aplicado no pagamento da remuneração dos profissionais da educação básica em efetivo exercício"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","1727.32","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","19.87","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","716 | Transferências Destinadas ao Setor cultural - LC nº 195/2022 - Art. 8º - Demais Setores da Cultura","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","162.98","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","715 | Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 5º - Audiovisual","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","25.96","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","706 | Transferência Especial da União ","3110 | Identificação das Transferências da União decorrentes de emendas parlamentares individuais"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","23440.87","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","13.06","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","669 | Outros Recursos Vinculados à Assistência Social","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","199.22","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","661 | Transferência de Recursos dos Fundos Estaduais de Assistência Social","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","3944.6","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","299.27","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","605 | Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","171.53","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","32137.45","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","5709.76","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","571 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","172.6","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","570 | Transferências do Governo Federal referentes a Convênios e outros Repasses vinculados à Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","0.24","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","73.82","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","553 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar (PNATE) ","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","40.75","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","48.72","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","2253.52","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","5964.86","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","1070 | Identificação do percentual aplicado no pagamento da remuneração dos profissionais da educação básica em efetivo exercício"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","131.66","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1002 | Identificação das despesas com ações e serviços públicos de saúde"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","46.78","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","3416.45","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","19.2","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","716 | Transferências Destinadas ao Setor cultural - LC nº 195/2022 - Art. 8º - Demais Setores da Cultura","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","157.46","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","715 | Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 5º - Audiovisual","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","9489.83","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","706 | Transferência Especial da União ","3110 | Identificação das Transferências da União decorrentes de emendas parlamentares individuais"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","7710.86","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","196.04","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","661 | Transferência de Recursos dos Fundos Estaduais de Assistência Social","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","3639.81","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","352.56","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","605 | Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","26328.26","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","5516.13","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","571 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","166.74","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","570 | Transferências do Governo Federal referentes a Convênios e outros Repasses vinculados à Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","0.24","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","236","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","553 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar (PNATE) ","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","62.38","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","52.18","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","964.95","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","6156.43","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","1070 | Identificação do percentual aplicado no pagamento da remuneração dos profissionais da educação básica em efetivo exercício"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","68.42","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1002 | Identificação das despesas com ações e serviços públicos de saúde"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","41.24","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","1730.97","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","0.01","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","719 | Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei 14.399/2022","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","18.52","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","716 | Transferências Destinadas ao Setor cultural - LC nº 195/2022 - Art. 8º - Demais Setores da Cultura","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","151.96","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","715 | Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 5º - Audiovisual","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","3877.39","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","710 | Transferência Especial dos Estados","3210 | Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","4951.97","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","706 | Transferência Especial da União ","3110 | Identificação das Transferências da União decorrentes de emendas parlamentares individuais"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","6754.55","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","199.5","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","661 | Transferência de Recursos dos Fundos Estaduais de Assistência Social","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","3651.06","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","334.33","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","605 | Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","13624.83","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
