"Município","Unidade Gestora","Mês","Descrição","Valor Ajustado","Valor Estornado","Tipo","Categoria","Fonte","Subfonte","Alínea","Subalínea","Fonte de Recurso","CO"
"São José de Princesa","Fundo Municipal de São José de Princesa","01 - Janeiro","13210101 - Remuneração de Depósitos Bancários - Principal","658.58","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","632 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","05 - Maio","13210101 - Remuneração de Depósitos Bancários - Principal","436.26","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","23.04","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","632 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","14647.79","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","4937.75","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","3130 | Identificação das Transferências da União decorrentes de emendas parlamentares de comissão"
"São José de Princesa","Fundo Municipal de São José de Princesa","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","619.07","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","06 - Junho","13210101 - Remuneração de Depósitos Bancários - Principal","75.83","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","2467.9","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","710 | Transferência Especial dos Estados","3210 | Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais"
"São José de Princesa","Fundo Municipal de São José de Princesa","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","27.13","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","632 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","15915.53","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","6117.44","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","3130 | Identificação das Transferências da União decorrentes de emendas parlamentares de comissão"
"São José de Princesa","Fundo Municipal de São José de Princesa","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","1107.5","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","262.19","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","2475.02","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","710 | Transferência Especial dos Estados","3210 | Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais"
"São José de Princesa","Fundo Municipal de São José de Princesa","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","25","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","632 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","13609.65","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","2229.38","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","3130 | Identificação das Transferências da União decorrentes de emendas parlamentares de comissão"
"São José de Princesa","Fundo Municipal de São José de Princesa","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","1296.66","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","582.46","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","590.35","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","710 | Transferência Especial dos Estados","3210 | Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais"
"São José de Princesa","Fundo Municipal de São José de Princesa","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","26.42","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","632 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","12959.83","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","281.88","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","3130 | Identificação das Transferências da União decorrentes de emendas parlamentares de comissão"
"São José de Princesa","Fundo Municipal de São José de Princesa","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","1072.15","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","115.8","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","19.02","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","710 | Transferência Especial dos Estados","3210 | Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais"
"São José de Princesa","Fundo Municipal de São José de Princesa","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","27.87","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","632 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","11893.79","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","950.86","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","360.13","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","15.87","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","710 | Transferência Especial dos Estados","3210 | Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais"
"São José de Princesa","Fundo Municipal de São José de Princesa","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","23.25","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","632 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","9774.39","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","8192.3","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","3130 | Identificação das Transferências da União decorrentes de emendas parlamentares de comissão"
"São José de Princesa","Fundo Municipal de São José de Princesa","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","444.01","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","176.82","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","18.49","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","710 | Transferência Especial dos Estados","3210 | Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais"
"São José de Princesa","Fundo Municipal de São José de Princesa","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","27.09","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","632 | Transferências do Estado referentes a Convênios e outros Repasses vinculados à Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","10918.95","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","8137.82","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","3130 | Identificação das Transferências da União decorrentes de emendas parlamentares de comissão"
"São José de Princesa","Fundo Municipal de São José de Princesa","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","6124.71","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","3120 | Identificação das Transferências da União decorrentes de emendas parlamentares de bancada"
"São José de Princesa","Fundo Municipal de São José de Princesa","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","1041.7","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","458.51","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","01 - Janeiro","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","160756.06","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","02 - Fevereiro","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","161535.8","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","03 - Março","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","135047.58","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","04 - Abril","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","136768.22","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"São José de Princesa","Fundo Municipal de São José de Princesa","05 - Maio","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","136768.22","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
