"Município","Unidade Gestora","Ano","Nº da Conta","Tipo da Conta","Descrição da Conta","Código do Banco","Nome do Banco","Nº da Agência","Extrato","Débito","Crédito","Conciliado","no_key","Extrato","Mês/Ano"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000279846","Conta Corrente","BB C/C 27.984-6 - CONVÊNIO 510/2021-CONSTRUÇÃO DE           ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000266450","Conta Corrente","C/C FMAS LC 173/2020                                        ","001","BCO DO BRASIL S.A.","008672","1.2","0","0","1.2","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000265365","Conta Investimento - Fundo de Investimento","BB C/A 26.536-5 Acoes do COVID no SUAS para EPI -           ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000265365","Conta Corrente","BB C/C 26.536-5 Acoes do COVID no SUAS para EPI -           ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000261629","Conta Investimento - Fundo de Investimento","BB C/A 26.162-9 - BENEFICIOS EVENTUAIS ESTADO               ","001","BCO DO BRASIL S.A.","008672","7195.27","0","0","7195.27","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000261629","Conta Corrente","BB C/C 26.162-9 - BENEFICIOS EVENTUAIS ESTADO               ","001","BCO DO BRASIL S.A.","008678","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000261564","Conta Investimento - Fundo de Investimento","BB C/A 26.156-4 - PSB/PMSJP/COFINANCIAMENTO ESTADU          ","001","BCO DO BRASIL S.A.","008672","1788.15","0","0","1788.15","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000261564","Conta Corrente","BB C/C 26.156-4 - PSB/PMSJP/COFINANCIAMENTO ESTADU          ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000257435","Conta Investimento - Fundo de Investimento","BB C/A 25.743-5 IPM-IPI EXPORTACAO-COTA MUNICIPIO           ","001","BCO DO BRASIL S.A.","008672","6923.31","0","0","6923.31","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000257435","Conta Corrente","BB C/C 25.743-5 IPM - IPI EXPORTACAO - COTA MUNICI          ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
